唯一編碼,來源系統,來源系統縮寫,文件原系統頁面URL,題名,檔案類型,書卷名,類目階層,原始時間記錄,西元年,起始時間,結束時間,相關人員,相關組織,關鍵詞,摘要/全文,,機場標籤,會議主席,提案議員,相關議員,機關,相關機關
AHTWH-238-009-02716-007,國史館臺灣文獻館典藏管理系統,AHTWH,,關於空軍總部擴建馬公機場工程申請征收土地案令希知照由,件,,臺灣省政府地政處,1958-12-12~1958-12-18,1958,1958-12-12,1958-12-18,,,,關於空軍總部擴建馬公機場工程申請征收土地案令希知照由,,馬公機場,,,,,
AHTWH-238-009-02716-008,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部擴建馬公機場征收土地一案令仰遵照由,件,,臺灣省政府地政處,1959-05-20~1959-05-31,1959,1959-05-20,1959-05-31,,,,為空軍總部擴建馬公機場征收土地一案令仰遵照由,,馬公機場,,,,,
AHTWH-238-009-02716-009,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部第二次擴建馬公機場征收土地乙案謹復察照由,件,,臺灣省政府地政處,1959-02-05~1959-02-18,1959,1959-02-05,1959-02-18,,,,為空軍總部第二次擴建馬公機場征收土地乙案謹復察照由,,馬公機場,,,,,
AHTWH-238-009-02724,國史館臺灣文獻館典藏管理系統,AHTWH,,空軍總部撥大林大埔美公地案等案,卷,,臺灣省政府地政處,1957-04-27~1959-01-06,1957,1957-04-27,1959-01-06,,,,空軍總部撥大林大埔美公地案等案,,#VALUE!,,,,,
AHTWH-238-009-02724-011,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍五五軍協工程擴建台中機場撥用該市西屯上牛埔子段公地一案呈請核示由,件,,臺灣省政府地政處,1957-05-23~1957-05-31,1957,1957-05-23,1957-05-31,,,,為空軍五五軍協工程擴建台中機場撥用該市西屯上牛埔子段公地一案呈請核示由,,台中機場,,,,,
AHTWH-238-009-02724-012,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍五五軍協工程擴建台中機場使用臺中市西屯上牛埔子段公地謹請察核,件,,臺灣省政府地政處,1957-04-27~1957-05-04,1957,1957-04-27,1957-05-04,,,,為空軍五五軍協工程擴建台中機場使用臺中市西屯上牛埔子段公地謹請察核,,台中機場,,,,,
AHTWH-238-009-02724-014,國史館臺灣文獻館典藏管理系統,AHTWH,,據呈為空軍總部五五軍協工程擴建台中機場申請撥用公地案准予撥用由,件,,臺灣省政府地政處,1957-06-20~1957-07-05,1957,1957-06-20,1957-07-05,,,,據呈為空軍總部五五軍協工程擴建台中機場申請撥用公地案准予撥用由,,台中機場,,,,,
AHTWH-238-009-02725,國史館臺灣文獻館典藏管理系統,AHTWH,,空軍總部56軍協擴建桃園機場徵收土地案等案,卷,,臺灣省政府地政處,1956-10-22~1957-08-13,1956,1956-10-22,1957-08-13,,,,空軍總部56軍協擴建桃園機場徵收土地案等案,,桃園機場,,,,,
AHTWH-238-009-02725-001,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部五六軍協擴建桃園機場征收土地乙案令仰遵照由,件,,臺灣省政府地政處,1956-11-08~1956-11-30,1956,1956-11-08,1956-11-30,,,,為空軍總部五六軍協擴建桃園機場征收土地乙案令仰遵照由,,桃園機場,,,,,
AHTWH-238-009-02725-002,國史館臺灣文獻館典藏管理系統,AHTWH,,關於空軍總部五六軍協擴建桃園機場申請征收土地案令希知照由,件,,臺灣省政府地政處,1956-10-22~1956-10-26,1956,1956-10-22,1956-10-26,,,,關於空軍總部五六軍協擴建桃園機場申請征收土地案令希知照由,,桃園機場,,,,,
AHTWH-238-009-02725-003,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部五七軍協龜山油池申請征收土地乙案經院令核准令希遵照由,件,,臺灣省政府地政處,1957-08-13~1957-08-31,1957,1957-08-13,1957-08-31,,,,為空軍總部五七軍協龜山油池申請征收土地乙案經院令核准令希遵照由,,#VALUE!,,,,,
AHTWH-238-009-02725-004,國史館臺灣文獻館典藏管理系統,AHTWH,,關於空軍總部五七軍協龜山油池工程申請征收土地並特許先行使用案令希知照由,件,,臺灣省政府地政處,1957-07-10~1957-07-17,1957,1957-07-10,1957-07-17,,,,關於空軍總部五七軍協龜山油池工程申請征收土地並特許先行使用案令希知照由,,#VALUE!,,,,,
AHTWH-238-009-02725-005,國史館臺灣文獻館典藏管理系統,AHTWH,,關於空軍總部擴建松山機場跑道兩端超越地帶工程申請征收土地乙案令希知照由,件,,臺灣省政府地政處,1957-07-19~1957-07-31,1957,1957-07-19,1957-07-31,,,,關於空軍總部擴建松山機場跑道兩端超越地帶工程申請征收土地乙案令希知照由,,松山機場,,,,,
AHTWH-238-009-02725-006,國史館臺灣文獻館典藏管理系統,AHTWH,,關於空軍總部擴建松山機場跑道兩端超越地帶工程申請征收土地案令希知照由,件,,臺灣省政府地政處,1957-06-05~1957-06-13,1957,1957-06-05,1957-06-13,,,,關於空軍總部擴建松山機場跑道兩端超越地帶工程申請征收土地案令希知照由,,松山機場,,,,,
AHTWH-238-009-02725-007,國史館臺灣文獻館典藏管理系統,AHTWH,,關于空軍總部五六軍協擴修松山機場申請征收土地乙案令仰遵照由。,件,,臺灣省政府地政處,1957-01-15~1957-01-31,1957,1957-01-15,1957-01-31,,,,關于空軍總部五六軍協擴修松山機場申請征收土地乙案令仰遵照由。,,松山機場,,,,,
AHTWH-238-009-02725-008,國史館臺灣文獻館典藏管理系統,AHTWH,,關於空軍總部五六軍協擴修松山機場申請征收土地案令希知照由,件,,臺灣省政府地政處,1956-11-28~1956-12-20,1956,1956-11-28,1956-12-20,,,,關於空軍總部五六軍協擴修松山機場申請征收土地案令希知照由,,松山機場,,,,,
AHTWH-238-009-02725-009,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部申請撥用公地乙案，呈請察核示遵由,件,,臺灣省政府地政處,1957-09-10~1957-09-30,1957,1957-09-10,1957-09-30,,,,為空軍總部申請撥用公地乙案，呈請察核示遵由,,#VALUE!,,,,,
AHTWH-238-009-02725-010,國史館臺灣文獻館典藏管理系統,AHTWH,,函送空軍總部撥用公地計劃書等件請查照由。,件,,臺灣省政府地政處,1957-07-27~1957-08-02,1957,1957-07-27,1957-08-02,,,,函送空軍總部撥用公地計劃書等件請查照由。,,#VALUE!,,,,,
AHTWH-238-009-02725-011,國史館臺灣文獻館典藏管理系統,AHTWH,,關于空軍總部擴建台南機場申請補辦征收土地案令仰知照由,件,,臺灣省政府地政處,1957-02-05~1957-02-28,1957,1957-02-05,1957-02-28,,,,關于空軍總部擴建台南機場申請補辦征收土地案令仰知照由,,台南機場,,,,,
AHTWH-238-009-02725-012,國史館臺灣文獻館典藏管理系統,AHTWH,,關於空軍總部擴建台南機場申請補辦征收土地案令希知照由,件,,臺灣省政府地政處,1957-01-21~1957-01-26,1957,1957-01-21,1957-01-26,,,,關於空軍總部擴建台南機場申請補辦征收土地案令希知照由,,台南機場,,,,,
AHTWH-238-009-02725-013,國史館臺灣文獻館典藏管理系統,AHTWH,,據請核備空軍總部擴修台中機場征收土地補償地價發放清冊乙案，經轉院令核准備查，希知照由。,件,,臺灣省政府地政處,1957-01-19~1957-01-31,1957,1957-01-19,1957-01-31,,,,據請核備空軍總部擴修台中機場征收土地補償地價發放清冊乙案，經轉院令核准備查，希知照由。,,台中機場,,,,,
AHTWH-238-009-02725-014,國史館臺灣文獻館典藏管理系統,AHTWH,,台灣省政府四十五年十一月十九日四五府民地丁字第五五六五號呈為據台中市政府檢呈空軍總部五五軍協擴修台中機場征收土地補償地價發放清冊轉請核備一案。,件,,臺灣省政府地政處,1956-12-07~1956-12-20,1956,1956-12-07,1956-12-20,,,,台灣省政府四十五年十一月十九日四五府民地丁字第五五六五號呈為據台中市政府檢呈空軍總部五五軍協擴修台中機場征收土地補償地價發放清冊轉請核備一案。,,台中機場,,,,,
AHTWH-238-009-02733,國史館臺灣文獻館典藏管理系統,AHTWH,,澎湖縣政府為空軍在湖西鄉沙港建小型機場使用民地來辦徵收手續案等案,卷,,臺灣省政府地政處,1955-05-23~1955-12-28,1955,1955-05-23,1955-12-28,,,,澎湖縣政府為空軍在湖西鄉沙港建小型機場使用民地來辦徵收手續案等案,,小型機場,,,,,
AHTWH-238-009-02733-001,國史館臺灣文獻館典藏管理系統,AHTWH,,據澎湖縣政府呈為空軍在湖西鄉沙港建小型機場使用民地未辦征收手續乙案函請查照由。,件,,臺灣省政府地政處,1955-06-22~1955-06-30,1955,1955-06-22,1955-06-30,,,,據澎湖縣政府呈為空軍在湖西鄉沙港建小型機場使用民地未辦征收手續乙案函請查照由。,,小型機場,,,,,
AHTWH-238-009-02733-002,國史館臺灣文獻館典藏管理系統,AHTWH,,呈為據澎湖縣政府耕地租佃委員會第二次會議建議案謹請查核示遵由,件,,臺灣省政府地政處,1955-05-19~1955-05-25,1955,1955-05-19,1955-05-25,,,,呈為據澎湖縣政府耕地租佃委員會第二次會議建議案謹請查核示遵由,,#VALUE!,,,,,
AHTWH-238-009-02733-003,國史館臺灣文獻館典藏管理系統,AHTWH,,為省政府函為空軍總部在澎湖縣湖西鄉建小型機場使用民地未辦征收手續一案希遵照由,件,,臺灣省政府地政處,1955-07-06~1955-07-11,1955,1955-07-06,1955-07-11,,,,為省政府函為空軍總部在澎湖縣湖西鄉建小型機場使用民地未辦征收手續一案希遵照由,,小型機場,,,,,
AHTWH-238-009-02733-004,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部建築通信設施工程擬使用高雄等地土地一案函請查照辦理由,件,,臺灣省政府地政處,1955-06-13~1955-06-17,1955,1955-06-13,1955-06-17,,,,為空軍總部建築通信設施工程擬使用高雄等地土地一案函請查照辦理由,,#VALUE!,,,,,
AHTWH-238-009-02733-005,國史館臺灣文獻館典藏管理系統,AHTWH,,密,件,,臺灣省政府地政處,1955-07-16~1955-07-31,1955,1955-07-16,1955-07-31,,,,密,,#VALUE!,,,,,
AHTWH-238-009-02733-006,國史館臺灣文獻館典藏管理系統,AHTWH,,密,件,,臺灣省政府地政處,1955-06-25~1955-06-28,1955,1955-06-25,1955-06-28,,,,密,,#VALUE!,,,,,
AHTWH-238-009-02733-007,國史館臺灣文獻館典藏管理系統,AHTWH,,據呈送征收公告通知副本乙案令希知照由。,件,,臺灣省政府地政處,1955-11-23~1955-11-30,1955,1955-11-23,1955-11-30,,,,據呈送征收公告通知副本乙案令希知照由。,,#VALUE!,,,,,
AHTWH-238-009-02733-008,國史館臺灣文獻館典藏管理系統,AHTWH,,為奉令依法征收蘆竹鄉蘆竹段二九六-一四號等土地希知照由,件,,臺灣省政府地政處,1955-10-22~1955-10-28,1955,1955-10-22,1955-10-28,,,,為奉令依法征收蘆竹鄉蘆竹段二九六-一四號等土地希知照由,,#VALUE!,,,,,
AHTWH-238-009-02733-009,國史館臺灣文獻館典藏管理系統,AHTWH,,為大園鄉公所征收五權內壢道路土地乙案令希知照由,件,,臺灣省政府地政處,1955-10-22~1955-10-28,1955,1955-10-22,1955-10-28,,,,為大園鄉公所征收五權內壢道路土地乙案令希知照由,,#VALUE!,,,,,
AHTWH-238-009-02733-010,國史館臺灣文獻館典藏管理系統,AHTWH,,為奉令公告空軍總部征收楊梅鎮下陰影窩段四三〇-一五號等土地乙案希知照由,件,,臺灣省政府地政處,1955-10-22~1955-10-28,1955,1955-10-22,1955-10-28,,,,為奉令公告空軍總部征收楊梅鎮下陰影窩段四三〇-一五號等土地乙案希知照由,,#VALUE!,,,,,
AHTWH-238-009-02733-011,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部五五軍協擴修台南機場工程使用土地乙案奉院令准予征收及撥用令仰知照由。,件,,臺灣省政府地政處,1955-06-29~1955-06-30,1955,1955-06-29,1955-06-30,,,,為空軍總部五五軍協擴修台南機場工程使用土地乙案奉院令准予征收及撥用令仰知照由。,,台南機場,,,,,
AHTWH-238-009-02733-012,國史館臺灣文獻館典藏管理系統,AHTWH,,密,件,,臺灣省政府地政處,1955-06-15~1955-06-20,1955,1955-06-15,1955-06-20,,,,密,,#VALUE!,,,,,
AHTWH-238-009-02733-013,國史館臺灣文獻館典藏管理系統,AHTWH,,據臺灣省台南市政府呈請空軍總部申請撥用公地乙案呈請察核由。,件,,臺灣省政府地政處,1956-12-11~1956-12-31,1956,1956-12-11,1956-12-31,,,,據臺灣省台南市政府呈請空軍總部申請撥用公地乙案呈請察核由。,,#VALUE!,,,,,
AHTWH-238-009-02733-014,國史館臺灣文獻館典藏管理系統,AHTWH,,呈送空軍總部撥用公地清冊及計劃書各三份請層請撥用,件,,臺灣省政府地政處,1956-11-17~1956-11-22,1956,1956-11-17,1956-11-22,,,,呈送空軍總部撥用公地清冊及計劃書各三份請層請撥用,,#VALUE!,,,,,
AHTWH-238-009-02733-015,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部建築通信設施使用大肚山土地一案希派員依法協助辦理由,件,,臺灣省政府地政處,1955-06-07~1955-06-30,1955,1955-06-07,1955-06-30,,,,為空軍總部建築通信設施使用大肚山土地一案希派員依法協助辦理由,,#VALUE!,,,,,
AHTWH-238-009-02733-016,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部建築通訊設施使用大肚山土地一案函請查照辦理由,件,,臺灣省政府地政處,1955-05-24~1955-05-26,1955,1955-05-24,1955-05-26,,,,為空軍總部建築通訊設施使用大肚山土地一案函請查照辦理由,,#VALUE!,,,,,
AHTWH-238-009-02733-017,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部建築通信設施使用台中市大肚山土地乙案復希知照由,件,,臺灣省政府地政處,1955-08-06~1955-08-31,1955,1955-08-06,1955-08-31,,,,為空軍總部建築通信設施使用台中市大肚山土地乙案復希知照由,,#VALUE!,,,,,
AHTWH-238-009-02733-018,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部建築通信設施使用大肚山土地乙案謹請核備由,件,,臺灣省政府地政處,1955-06-20~1955-06-25,1955,1955-06-20,1955-06-25,,,,為空軍總部建築通信設施使用大肚山土地乙案謹請核備由,,#VALUE!,,,,,
AHTWH-238-009-02733-019,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部建築油管泵房征收新竹縣湖口鄉民地一案奉院令准予照案征收並特許先行使用令仰遵照由,件,,臺灣省政府地政處,1955-07-05~1955-07-31,1955,1955-07-05,1955-07-31,,,,為空軍總部建築油管泵房征收新竹縣湖口鄉民地一案奉院令准予照案征收並特許先行使用令仰遵照由,,#VALUE!,,,,,
AHTWH-238-009-02733-020,國史館臺灣文獻館典藏管理系統,AHTWH,,關於空軍總部建築油管泵房申請征收新竹縣湖口鄉民地案准予征收並特許先行使用由,件,,臺灣省政府地政處,1955-06-18~1955-06-30,1955,1955-06-18,1955-06-30,,,,關於空軍總部建築油管泵房申請征收新竹縣湖口鄉民地案准予征收並特許先行使用由,,#VALUE!,,,,,
AHTWH-238-009-02733-021,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部五五軍協新竹機場擴建運輸站工程申請征收民地乙案奉院令核准令仰遵照由,件,,臺灣省政府地政處,1955-06-28~1955-06-30,1955,1955-06-28,1955-06-30,,,,為空軍總部五五軍協新竹機場擴建運輸站工程申請征收民地乙案奉院令核准令仰遵照由,,新竹機場,,,,,
AHTWH-238-009-02733-022,國史館臺灣文獻館典藏管理系統,AHTWH,,關於空軍總部五五軍協新竹機場擴建工程運輸道路申請征收民地案准予征收並特許先行使用由,件,,臺灣省政府地政處,1955-06-15~1955-06-18,1955,1955-06-15,1955-06-18,,,,關於空軍總部五五軍協新竹機場擴建工程運輸道路申請征收民地案准予征收並特許先行使用由,,新竹機場,,,,,
AHTWH-238-009-02733-023,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部建築基隆運輸站申請征收七堵區土地一案奉院令准予照案征收並特許先行使用令仰遵辦由,件,,臺灣省政府地政處,1955-07-07~1955-07-31,1955,1955-07-07,1955-07-31,,,,為空軍總部建築基隆運輸站申請征收七堵區土地一案奉院令准予照案征收並特許先行使用令仰遵辦由,,#VALUE!,,,,,
AHTWH-238-009-02733-024,國史館臺灣文獻館典藏管理系統,AHTWH,,關於空軍總部建築基隆運輸站申請征收七堵區放領土地並特許先行使用一案,件,,臺灣省政府地政處,1955-06-23~1955-06-27,1955,1955-06-23,1955-06-27,,,,關於空軍總部建築基隆運輸站申請征收七堵區放領土地並特許先行使用一案,,#VALUE!,,,,,
AHTWH-238-009-02733-025,國史館臺灣文獻館典藏管理系統,AHTWH,,為空軍總部建築經援工程使用台北市境內土地乙案令仰遵照由,件,,臺灣省政府地政處,1955-06-10~1955-06-30,1955,1955-06-10,1955-06-30,,,,為空軍總部建築經援工程使用台北市境內土地乙案令仰遵照由,,#VALUE!,,,,,
